id,name,salary_from,salary_to,salary_currency,experience,employment,schedule,city,company,description,skills,url
2618,Lead ML Engineer,4300.0,6600.0,EUR,moreThan6,full,remote,Санкт-Петербург,Лаборатория Касперского,Проектирование архитектуры микросервисов и интеграций с внешними системами,Python;PyTorch;TensorFlow;MLflow;Kubernetes;REST API;MongoDB,https://hh.ru/vacancy/2618
2619,Junior Data Scientist,43000.0,116000.0,RUR,between1And3,full,fullDay,Санкт-Петербург,Luxoft,Сопровождение и развитие MLOps платформы для команды data science,Python;pandas;sklearn;numpy;SQL;Linux,https://hh.ru/vacancy/2619
2620,Staff DevOps Engineer,1200.0,2300.0,USD,noExperience,full,remote,Новосибирск,Mail.ru,Сопровождение и развитие MLOps платформы для команды data science,Docker;Kubernetes;Terraform;Jenkins;Linux;Git;MongoDB,https://hh.ru/vacancy/2620
2621,Data Scientist,1700.0,,USD,moreThan6,full,fullDay,Москва,Mail.ru,Анализ больших данных и построение дата-пайплайнов для бизнеса,Python;sklearn;pandas;SQL;Jupyter;Elasticsearch,https://hh.ru/vacancy/2621
2622,Junior iOS Developer,86000.0,,RUR,between1And3,full,flexible,Москва,Тинькофф,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,Swift;Objective-C;Xcode;Git;REST API,https://hh.ru/vacancy/2622
2623,Senior Python Developer,132000.0,241000.0,RUR,noExperience,full,fullDay,Волгоград,Газпромнефть,Анализ больших данных и построение дата-пайплайнов для бизнеса,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis;Git,https://hh.ru/vacancy/2623
2624,Lead Android Developer,98000.0,,RUR,between3And6,full,remote,Москва,Positive Technologies,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,Kotlin;Android;Java;Git;REST API;Git;Elasticsearch,https://hh.ru/vacancy/2624
2625,Junior Data Scientist,53000.0,94000.0,RUR,between1And3,full,fullDay,Краснодар,Wrike,Проектирование архитектуры микросервисов и интеграций с внешними системами,Python;pandas;sklearn;numpy;SQL,https://hh.ru/vacancy/2625
2626,Senior iOS Developer,65000.0,151000.0,RUR,noExperience,full,fullDay,Ростов-на-Дону,Газпромнефть,Анализ больших данных и построение дата-пайплайнов для бизнеса,Swift;Objective-C;Xcode;Git;REST API,https://hh.ru/vacancy/2626
2627,Staff Data Engineer,700.0,2100.0,EUR,noExperience,full,remote,Москва,Evrone,Создание рекомендательных систем на основе коллаборативной фильтрации,Python;Spark;Airflow;Kafka;SQL;Linux,https://hh.ru/vacancy/2627
2628,MLOps Engineer,147000.0,269000.0,RUR,between1And3,part,shift,Санкт-Петербург,Mail.ru,Разработка backend сервисов на Python с использованием современных фреймворков,Python;Docker;Kubernetes;MLflow;Airflow;GraphQL,https://hh.ru/vacancy/2628
2629,Junior Android Developer,85000.0,178000.0,RUR,between1And3,full,fullDay,Волгоград,Mail.ru,Анализ больших данных и построение дата-пайплайнов для бизнеса,Kotlin;Android;Java;Git;REST API,https://hh.ru/vacancy/2629
2630,Senior Python Developer,173000.0,394000.0,RUR,between3And6,project,remote,Санкт-Петербург,2ГИС,Анализ больших данных и построение дата-пайплайнов для бизнеса,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis;REST API,https://hh.ru/vacancy/2630
2631,Data Analyst,68000.0,162000.0,RUR,between3And6,full,fullDay,Санкт-Петербург,Озон,Разработка NLP-систем для обработки текстов на русском и английском языках,SQL;Python;Tableau;Excel;Power BI,https://hh.ru/vacancy/2631
2632,Junior iOS Developer,101000.0,221000.0,RUR,between1And3,part,fullDay,Санкт-Петербург,Wrike,Создание и поддержка ML моделей для продуктовых задач компании,Swift;Objective-C;Xcode;Git;REST API,https://hh.ru/vacancy/2632
2633,Senior Python Developer,170000.0,303000.0,RUR,between1And3,full,fullDay,Москва,EPAM,Сопровождение и развитие MLOps платформы для команды data science,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis;gRPC;Scrum,https://hh.ru/vacancy/2633
2634,Java Developer,134000.0,,RUR,between3And6,full,flexible,Москва,Раифайзен,Разработка API и интеграция с внешними сервисами и базами данных,Java;Spring;Kafka;PostgreSQL;Docker,https://hh.ru/vacancy/2634
2635,Staff MLOps Engineer,162000.0,268000.0,RUR,between1And3,full,remote,Санкт-Петербург,Озон,Разработка backend сервисов на Python с использованием современных фреймворков,Python;Docker;Kubernetes;MLflow;Airflow;gRPC;Elasticsearch,https://hh.ru/vacancy/2635
2636,Middle NLP Engineer,173000.0,295000.0,RUR,between3And6,full,fullDay,Самара,Яндекс,Разработка backend сервисов на Python с использованием современных фреймворков,Python;BERT;HuggingFace;PyTorch;spaCy;gRPC,https://hh.ru/vacancy/2636
2637,ML Engineer,1900.0,3800.0,USD,between3And6,full,fullDay,Нижний Новгород,Сколтех,Исследование и внедрение новых подходов в области машинного обучения,Python;PyTorch;Kubernetes;MLflow;Airflow,https://hh.ru/vacancy/2637
2638,Lead ML Engineer,283000.0,453000.0,RUR,between1And3,full,fullDay,Казань,ИТМО,Проектирование архитектуры микросервисов и интеграций с внешними системами,Python;PyTorch;TensorFlow;MLflow;Kubernetes;Scrum;Agile,https://hh.ru/vacancy/2638
2639,Junior Computer Vision Engineer,137000.0,285000.0,RUR,between1And3,project,remote,Екатеринбург,Сбер,Анализ больших данных и построение дата-пайплайнов для бизнеса,Python;OpenCV;PyTorch;CUDA;TensorFlow;Elasticsearch,https://hh.ru/vacancy/2639
2640,MLOps Engineer,172000.0,340000.0,RUR,between3And6,full,fullDay,Санкт-Петербург,Luxoft,Разработка API и интеграция с внешними сервисами и базами данных,Python;Docker;Kubernetes;MLflow;Airflow;gRPC;Git,https://hh.ru/vacancy/2640
2641,Data Scientist,179000.0,341000.0,RUR,moreThan6,full,flexible,Уфа,Ростелеком,Проектирование архитектуры микросервисов и интеграций с внешними системами,Python;sklearn;pandas;SQL;Jupyter,https://hh.ru/vacancy/2641
2642,Data Analyst,73000.0,175000.0,RUR,between3And6,project,fullDay,Москва,Акрос,Участие в исследованиях в области компьютерного зрения и обработки изображений,SQL;Python;Tableau;Excel;Power BI;Git,https://hh.ru/vacancy/2642
2643,Lead ML Engineer,2900.0,4100.0,EUR,between1And3,full,fullDay,Новосибирск,Wrike,Разработка API и интеграция с внешними сервисами и базами данных,Python;PyTorch;TensorFlow;MLflow;Kubernetes;Agile,https://hh.ru/vacancy/2643
2644,Junior Data Scientist,63000.0,107000.0,RUR,between3And6,full,fullDay,Екатеринбург,Mail.ru,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,Python;pandas;sklearn;numpy;SQL;REST API,https://hh.ru/vacancy/2644
2645,Junior Data Analyst,74000.0,174000.0,RUR,between3And6,full,remote,Москва,Сколтех,Сопровождение и развитие MLOps платформы для команды data science,SQL;Python;Tableau;Excel;Power BI;REST API;Agile,https://hh.ru/vacancy/2645
2646,Business Analyst,,158000.0,RUR,between1And3,full,fullDay,Москва,Wrike,Исследование и внедрение новых подходов в области машинного обучения,SQL;Excel;Tableau;Power BI;BPMN,https://hh.ru/vacancy/2646
2647,MLOps Engineer,119000.0,212000.0,RUR,noExperience,full,remote,Москва,Тинькофф,Разработка backend сервисов на Python с использованием современных фреймворков,Python;Docker;Kubernetes;MLflow;Airflow;Elasticsearch;Scrum,https://hh.ru/vacancy/2647
2648,Lead ML Engineer,187000.0,408000.0,RUR,between3And6,full,remote,Москва,Газпромнефть,Разработка NLP-систем для обработки текстов на русском и английском языках,Python;PyTorch;Kubernetes;MLflow;Airflow;REST API;MongoDB,https://hh.ru/vacancy/2648
2649,Lead ML Engineer,292000.0,548000.0,RUR,between3And6,part,shift,Санкт-Петербург,Тинькофф,Разработка API и интеграция с внешними сервисами и базами данных,Python;PyTorch;TensorFlow;MLflow;Kubernetes;MongoDB;REST API,https://hh.ru/vacancy/2649
2650,Middle Frontend Developer,88000.0,153000.0,RUR,between3And6,volunteer,fullDay,Новосибирск,SKB Kontur,Создание рекомендательных систем на основе коллаборативной фильтрации,JavaScript;React;TypeScript;CSS;HTML,https://hh.ru/vacancy/2650
